Grid containing Planck Mean Opacities from Cloudy coronal models. First row is log10(nh), first column is T
#-------------------------------------------------------------------------------------------------------#
0, 10.0, 10.1, 10.2, 10.3, 10.4, 10.5, 10.6, 10.7, 10.8, 10.9, 11.0, 11.1, 11.2, 11.3, 11.4, 11.5, 11.6, 11.7, 11.8, 11.9, 12.0, 12.1, 12.2, 12.3, 12.4, 12.5, 12.6, 12.7, 12.8, 12.9, 13.0, 13.1, 13.2, 13.3, 13.4, 13.5, 13.6, 13.7, 13.8, 13.9, 14.0, 14.1, 14.2, 14.3, 14.4, 14.5, 14.6, 14.7, 14.8, 14.9, 15.0, 15.1, 15.2, 15.3, 15.4, 15.5, 15.6, 15.7, 15.8, 15.9, 16.0, 16.1, 16.2, 16.3, 16.4, 16.5, 16.6, 16.7, 16.8, 16.9, 17.0
3.7, 1.2877865824e-08, 1.62122868837e-08, 2.04096561195e-08, 2.56911825406e-08, 3.23495086903e-08, 4.07231296763e-08, 5.12805714321e-08, 6.45524533556e-08, 8.12647256218e-08, 1.02309734331e-07, 1.28797804881e-07, 1.62153838478e-07, 2.04127326213e-07, 2.56946778524e-07, 3.23538911515e-07, 4.07280093575e-07, 5.1284997219e-07, 6.45564823521e-07, 8.12741701254e-07, 1.02315427027e-06, 1.28802656476e-06, 1.62157634783e-06, 2.04131665569e-06, 2.56950480135e-06, 3.23534834201e-06, 4.07278552681e-06, 5.12852383806e-06, 6.45568048485e-06, 8.12706691078e-06, 1.02313968339e-05, 1.28803059051e-05, 1.62154095307e-05, 2.04131840295e-05, 2.56947266491e-05, 3.23533548439e-05, 4.07275420158e-05, 5.12849076569e-05, 6.45567805289e-05, 8.12687960492e-05, 0.000102312037044, 0.000128802560398, 0.000162153664365, 0.000204124834846, 0.00025694190537, 0.00032352259193, 0.000407260521237, 0.00051279270473, 0.00064554402807, 0.00081260641738, 0.00102303078473, 0.00128788194161, 0.00162132947601, 0.00204102809258, 0.00256905696742, 0.00323447886162, 0.00407172812118, 0.00512686582232, 0.00645348419599, 0.00812370910529, 0.0102261146821, 0.0128728263389, 0.0162058770553, 0.0204021642339, 0.0256807137973, 0.0323303686016, 0.0406991550863, 0.0512469902704, 0.064515107061, 0.0812193702, 0.102234764117, 0.128706428558
3.8, 1.34536812308e-08, 1.69379704382e-08, 2.13240414372e-08, 2.6838552142e-08, 3.37950588803e-08, 4.25396306412e-08, 5.35621074849e-08, 6.74179709179e-08, 8.48759584064e-08, 1.06861659479e-07, 1.34519813398e-07, 1.69359573287e-07, 2.13202410151e-07, 2.68350053069e-07, 3.37924244282e-07, 4.25365600381e-07, 5.35644735181e-07, 6.74192818731e-07, 8.4883278856e-07, 1.0686443806e-06, 1.34520019357e-06, 1.69361383565e-06, 2.13208267862e-06, 2.6835363706e-06, 3.37924201809e-06, 4.2536701376e-06, 5.35644738488e-06, 6.74194586496e-06, 8.48832933209e-06, 1.06864743029e-05, 1.34520023939e-05, 1.69361394844e-05, 2.13208282113e-05, 2.68351844047e-05, 3.37924242437e-05, 4.25365608763e-05, 5.35644775661e-05, 6.74192955247e-05, 8.48831466009e-05, 0.000106864149572, 0.000134519931823, 0.000169359749358, 0.000213202376852, 0.000268348994329, 0.000337919911779, 0.000425361801828, 0.000535627949038, 0.000674181728747, 0.000848754402689, 0.00106859214687, 0.00134513520694, 0.00169345711424, 0.00213186942521, 0.00268332269403, 0.0033786813229, 0.00425324943801, 0.00535543752452, 0.00674094428108, 0.00848631698891, 0.0106836017548, 0.013448558634, 0.0169312847769, 0.0213133435361, 0.0268279954513, 0.0337783558964, 0.0425202297769, 0.0535388988555, 0.067394921973, 0.084836162253, 0.106801149255, 0.134446198935
3.9, 1.28589794994e-08, 1.61849074269e-08, 2.04119853294e-08, 2.56929368898e-08, 3.23513386988e-08, 4.0724914775e-08, 5.12819090381e-08, 6.45497689547e-08, 8.126313583e-08, 1.02308395745e-07, 1.28566434675e-07, 1.61807923697e-07, 2.03818692032e-07, 2.56921380177e-07, 3.23491866157e-07, 4.07239768664e-07, 5.1281662931e-07, 6.44177517118e-07, 8.12620538797e-07, 1.02104346929e-06, 1.28772827435e-06, 1.62131871678e-06, 2.04110044763e-06, 2.56921146808e-06, 3.2288693487e-06, 4.06342800225e-06, 5.12814374846e-06, 6.45463357172e-06, 8.12602665571e-06, 1.02308217657e-05, 1.28776510092e-05, 1.62141098211e-05, 2.04114179824e-05, 2.56930716273e-05, 3.23512604911e-05, 4.07248147301e-05, 5.1281791739e-05, 6.45490436296e-05, 8.12629424376e-05, 0.000102136940275, 0.000128781333657, 0.000161937193318, 0.000204128917915, 0.00025693276902, 0.000323524666157, 0.000407300905894, 0.000512882168217, 0.000645586846504, 0.00081269665979, 0.00102308235839, 0.0012878296674, 0.00162151817765, 0.00204150992592, 0.00256979427044, 0.00323554360191, 0.00407337127981, 0.00512885467192, 0.00645567778352, 0.00812730428796, 0.0102312256555, 0.0128781014712, 0.0162148139435, 0.0204153681477, 0.0256939727675, 0.0323551663242, 0.040729576083, 0.0512816591196, 0.064549026918, 0.0812609205321, 0.102303643134, 0.128775860839
4.0, 1.14955792852e-08, 1.44740246708e-08, 1.82214244278e-08, 2.29359200195e-08, 2.88771403946e-08, 3.63555946486e-08, 4.57789481565e-08, 5.7626580356e-08, 7.25388061951e-08, 9.13333875581e-08, 1.14959638062e-07, 1.44743012234e-07, 1.82227405412e-07, 2.29386497138e-07, 2.88808343488e-07, 3.63587274533e-07, 4.57789026413e-07, 5.76238710236e-07, 7.25366927229e-07, 9.13267464773e-07, 1.14958075726e-06, 1.44745609595e-06, 1.82213893966e-06, 2.29386294808e-06, 2.88808077396e-06, 3.63555259419e-06, 4.57788608895e-06, 5.76238229626e-06, 7.25356854728e-06, 9.1326678585e-06, 1.14955498423e-05, 1.44754562656e-05, 1.8220781582e-05, 2.293587501e-05, 2.88776164704e-05, 3.63552007389e-05, 4.57783137008e-05, 5.76234207398e-05, 7.25364388572e-05, 9.13266507089e-05, 0.000114956824202, 0.000144740231767, 0.000182210322052, 0.000229356042499, 0.000288767525852, 0.000363526465576, 0.000457735379477, 0.000576178131442, 0.000725297876076, 0.000913098699202, 0.00114941230674, 0.00144711731746, 0.00182168807106, 0.0022928842879, 0.00288656045509, 0.0036324140973, 0.00457291430165, 0.00575620827617, 0.00724465228262, 0.00911665165171, 0.0114714211079, 0.0144360519956, 0.0181662175926, 0.0228605865034, 0.0287589825556, 0.0361974875194, 0.0455364404451, 0.0573025962844, 0.0720989630935, 0.0907292077698, 0.114177740124
4.1, 9.35578055364e-09, 1.17797634058e-08, 1.48293881545e-08, 1.86687328879e-08, 2.35075960976e-08, 2.95875298702e-08, 3.72629838179e-08, 4.69093999697e-08, 5.90589817256e-08, 7.43566000629e-08, 9.36050300697e-08, 1.17867787477e-07, 1.48393037299e-07, 1.86806070902e-07, 2.35240706042e-07, 2.96147529709e-07, 3.72953269276e-07, 4.69518867947e-07, 5.91194621466e-07, 7.44407977921e-07, 9.37273484156e-07, 1.18016116978e-06, 1.48584888028e-06, 1.87080226779e-06, 2.35551708928e-06, 2.96555275766e-06, 3.73368160891e-06, 4.7000150594e-06, 5.91641914677e-06, 7.44664242251e-06, 9.37071734441e-06, 1.17915393271e-05, 1.48322960179e-05, 1.8651607357e-05, 2.34424026553e-05, 2.94603141055e-05, 3.69987417776e-05, 4.6421069269e-05, 5.82291458983e-05, 7.29644700203e-05, 9.13732611079e-05, 0.000114327390524, 0.00014295018426, 0.00017858884585, 0.000222925424436, 0.000278162066158, 0.000346885549496, 0.000432321179254, 0.000538528949705, 0.000670455152889, 0.000834318265419, 0.00103794425511, 0.00129081318356, 0.00160605409253, 0.0020000264392, 0.00249397010628, 0.00311350286562, 0.00389309269012, 0.00487841713516, 0.00611982775145, 0.00769241923223, 0.00968340169697, 0.0122101613102, 0.0154169992078, 0.0195006001231, 0.0246793686384, 0.031300230379, 0.0397201467939, 0.0504552946595, 0.0641434621766, 0.0815534552922
4.2, 4.95850048944e-09, 6.24752644302e-09, 7.87004346195e-09, 9.91500065876e-09, 1.24933899237e-08, 1.57427322687e-08, 1.98391903499e-08, 2.50058936371e-08, 3.15109841249e-08, 3.97233457305e-08, 5.0068699263e-08, 6.31012832889e-08, 7.95354948283e-08, 1.00228454288e-07, 1.26301373192e-07, 1.5907225979e-07, 2.00340218813e-07, 2.52163667006e-07, 3.17223962054e-07, 3.98808965265e-07, 5.00927183659e-07, 6.28481309313e-07, 7.87675551641e-07, 9.85716310352e-07, 1.23162746257e-06, 1.53638968874e-06, 1.91341272468e-06, 2.37919066389e-06, 2.9539278674e-06, 3.66175246578e-06, 4.53480345922e-06, 5.61054326405e-06, 6.93533258297e-06, 8.56712695731e-06, 1.057553307e-05, 1.30444652448e-05, 1.60809838896e-05, 1.98063714166e-05, 2.4371483179e-05, 2.99699591271e-05, 3.68149215075e-05, 4.51830745071e-05, 5.53834812084e-05, 6.7863840869e-05, 8.31172715456e-05, 0.000101820265384, 0.000124817653043, 0.000153192824892, 0.000188417843382, 0.000232241989384, 0.000287069631092, 0.00035582214287, 0.000442322281819, 0.000551287470252, 0.000688978077699, 0.000863438654344, 0.00108488014671, 0.00136693762881, 0.00172611691313, 0.00218610208877, 0.00277689877766, 0.00353726467915, 0.00452159407018, 0.00580153090863, 0.00746848081582, 0.00965860345858, 0.0125299176905, 0.0163325195161, 0.0213371528575, 0.0279983953872, 0.036778421986
4.3, 1.87506759803e-09, 2.35949004229e-09, 2.96962188111e-09, 3.73749053004e-09, 4.70488942826e-09, 5.92406947701e-09, 7.45673300407e-09, 9.38892256131e-09, 1.18217462261e-08, 1.48870099532e-08, 1.8745004901e-08, 2.36009799535e-08, 2.9710292295e-08, 3.73995853357e-08, 4.70636123165e-08, 5.92023745222e-08, 7.44640646349e-08, 9.36114856595e-08, 1.17617160225e-07, 1.47655756193e-07, 1.85257356208e-07, 2.32288267963e-07, 2.91021774638e-07, 3.64301954173e-07, 4.55812794951e-07, 5.69737746185e-07, 7.12067634013e-07, 8.89534928408e-07, 1.1107380617e-06, 1.38729652895e-06, 1.7330372574e-06, 2.16537650598e-06, 2.70671537609e-06, 3.38468140719e-06, 4.23506071408e-06, 5.30272825872e-06, 6.64051500567e-06, 8.32007022729e-06, 1.0426373813e-05, 1.3069333544e-05, 1.63829926222e-05, 2.05367668183e-05, 2.57409419183e-05, 3.22629384726e-05, 4.04351550431e-05, 5.06740849622e-05, 6.35273912535e-05, 7.96567197347e-05, 9.99038104633e-05, 0.000125364888972, 0.000157363665293, 0.000197658868992, 0.000248372478569, 0.000312197096931, 0.000392699543312, 0.000494027215572, 0.000621917191263, 0.00078327633391, 0.00098714382762, 0.00124459088199, 0.00156997616696, 0.00198202898103, 0.00250475348435, 0.00316923298679, 0.00401508130748, 0.00509325486556, 0.00647441427228, 0.00824718127814, 0.0105327066776, 0.0134822565293, 0.0173263082309
4.4, 7.2456746995e-10, 9.08564710904e-10, 1.139204294e-09, 1.42936190473e-09, 1.79397888893e-09, 2.25205108269e-09, 2.82801647959e-09, 3.55173779816e-09, 4.46249649004e-09, 5.60674187373e-09, 7.04740539161e-09, 8.85761213182e-09, 1.113467759e-08, 1.39975660111e-08, 1.75983426773e-08, 2.21214870758e-08, 2.78083675711e-08, 3.49504658261e-08, 4.39127924584e-08, 5.51611335573e-08, 6.92664559857e-08, 8.69072465895e-08, 1.09001472557e-07, 1.36628950596e-07, 1.71179239418e-07, 2.14301244559e-07, 2.68278618484e-07, 3.35788772429e-07, 4.20386576315e-07, 5.2646504785e-07, 6.5987398163e-07, 8.27969180544e-07, 1.03982058754e-06, 1.30740980532e-06, 1.64555286057e-06, 2.07314906417e-06, 2.61432975031e-06, 3.29968919068e-06, 4.16636605676e-06, 5.26283583129e-06, 6.65305367695e-06, 8.41097355275e-06, 1.06367746883e-05, 1.34549226968e-05, 1.70228197718e-05, 2.15446603383e-05, 2.72687727418e-05, 3.4516169219e-05, 4.3677539267e-05, 5.52608581543e-05, 6.98427656798e-05, 8.82176512147e-05, 0.000111318740416, 0.000140315997803, 0.00017677248152, 0.000222611029643, 0.000280217114939, 0.000352527335586, 0.000443795159939, 0.000559100554411, 0.000704197762238, 0.000888438516635, 0.00112258256128, 0.00141906260847, 0.00179841180331, 0.00228167592677, 0.00290474269964, 0.0037027992335, 0.004741930993, 0.00608156619178, 0.0078462713284
4.5, 3.41304372736e-10, 4.29242647571e-10, 5.39670489821e-10, 6.78750725952e-10, 8.53808286883e-10, 1.0738080233e-09, 1.3507857596e-09, 1.69925617257e-09, 2.13758657088e-09, 2.68910105563e-09, 3.38317001568e-09, 4.25637311779e-09, 5.35482583097e-09, 6.73498188522e-09, 8.47196977042e-09, 1.06547417044e-08, 1.3398079819e-08, 1.684241677e-08, 2.11704327044e-08, 2.65912291381e-08, 3.33925325486e-08, 4.19100934791e-08, 5.25553505317e-08, 6.58631300846e-08, 8.24567466617e-08, 1.03144407232e-07, 1.28813737262e-07, 1.60675416889e-07, 2.00109846795e-07, 2.48764349307e-07, 3.08870449788e-07, 3.82989128833e-07, 4.7401264174e-07, 5.86829699235e-07, 7.26877669966e-07, 9.02678341641e-07, 1.12761147976e-06, 1.41448375057e-06, 1.78618542519e-06, 2.26801929333e-06, 2.89363472127e-06, 3.70339117396e-06, 4.74687127612e-06, 6.08663044265e-06, 7.79700317672e-06, 9.97015832204e-06, 1.27283634564e-05, 1.62230026954e-05, 2.06434150233e-05, 2.62327897166e-05, 3.32855399709e-05, 4.21897863303e-05, 5.3403009808e-05, 6.7539833333e-05, 8.54404527948e-05, 0.000107812273323, 0.000135927554112, 0.000171223793781, 0.00021559989321, 0.000271415176223, 0.000341402022415, 0.000429476951375, 0.000540574289436, 0.00068000449001, 0.00085631155348, 0.00107816496678, 0.00135985531526, 0.00171727632779, 0.00216824971689, 0.00274516761952, 0.00347679291035
